word	frequency	num_vowels	syllables
мислител	1	3	ми,сли,тел
ѕвездена	1	3	ѕве,зде,на
пламења	1	3	пла,ме,ња
страшен	1	2	стра,шен
набожниците	1	5	на,бо,жни,ци,те
коски	1	2	кос,ки
докажуваа	1	5	до,ка,жу,ваа
изгорел	1	3	из,го,рел
внук	1	1
горат	1	2	го,рат
БОШКОВСКИ	1	3	Бош,ков,ски
ПОКРИВОТ	1	3	ПО,КРИ,ВОТ
неред	1	2	не,ред
пространство	1	3	про,сто,ран,ство
височина	1	4	ви,со,чи,на
заборавена	1	5	за,бо,ра,ве,на
височината	1	5	ви,со,чи,на,та
подлактицата	1	5	под,ла,кът,ца,та
жицата	1	3	жи,ца,та
прзнина	1	2	прз,ни,на
шумови	1	3	шу,мо,ви
терасата	1	4	те,ра,са,та
треперење	1	4	треп,е,рење
плашел	1	2	пла,шел
Ти	1	1
покривов	1	3	по,кри,вов
разбранетост	1	4	раз,бра,нет,ност
ЛЕОВ	1	2	Ле,ов
ЗАБИ	1	2	За,би
ѓерданов	1	3	Ѓер,да,нов
старица	1	3	ста,ри,ца
Заби	1	2	За,би
воздржано	1	3	воз,др,жа,но
рамно	1	2	рам,но
стоиме	1	3	сто,име
Седни	1	2	Сед,ни
расправа	1	3	рас,пра,ва
уемот	1	3	уе,мот
трудна	1	2	труд,на
умусен	1	3	у,му,сен
танета	1	3	та,не,та
причекав	1	3	при,чекав
лоши	1	2	ло,ши
осамне	1	3	о,сам,не
дерињата	1	4	де,ри,ња,та
меле	1	2	ме,ле
аби	1	2	а,би
случило	1	3	слу,чи,ло
правам	1	2	пра,вам
затрескаа	1	4	за,тре,ска,а
белее	1	3	бе,лее
пустиње	1	3	пус,тиње
џезвето	1	3	џез,ве,то
филџан	1	2	фил,џан
покани	1	3	по,ка,ни
правено	1	3	пра,ве,но
раскажува	1	4	рас,ка,жува
надевав	1	3	на,де,вав
склопив	1	2	скло,пив
кајмакамот	1	4	кај,ма,камот
отворам	1	3	от,во,рам
огреа	1	3	о,гре,а
арамии	1	4	а,ра,ми,и
Сефер	1	2	Се,фер
Лунгузија	1	4	Лун,гу,зи,ја
мутавот	1	3	му,та,вот
тажам	1	2	та,жам
гајрет	1	2	гај,рет
откупите	1	4	от,ку,пи,', 
поживее	1	4	по,жи,вее
откупот	1	3	от,ку,пот
закачиш	1	3	за,ка,чиш
лекува	1	3	ле,ку,ва
оберат	1	3	о,бе,рат
дарувам	1	3	да,ру,вам
лакањ	1	2	ла,кањ
дулбата	1	3	дул,ба,та
ноктите	1	3	нок,ти,те
јагне	1	2	јаг,не
крпичка	1	2	крпи,чка
Заб	1	1
освестила	1	4	ос,ве,сти,ла
забот	1	2	за,бот
амајлија	1	4	а,ма,јли,ја
прескокне	1	3	прес,скок,не
истекоа	1	4	и,сте,ко,а
запикасувам	1	5	за,пи,ка,су,вам
невесел	1	3	не,ве,сел
домаќин	1	3	до,маќ,ин
куртулиш	1	3	кур,ту,лиш
однесов	1	3	од,не,со,в
теши	1	2	те,ши
Џеладина	1	4	Џе,ла,ди,на
поцрни	1	2	по,црни
абер	1	2	а,бер
сираци	1	3	си,ра,ци
родам	1	2	ро,дам
довтаса	1	3	дов,та,са
откупиш	1	3	от,ку,пиш
стисната	1	3	сти,сна,та
Воденичката	1	5	Во,де,нич,ка,та
живееме	1	4	жи,ве,ме
дечињата	1	4	де,чи,ња,та
продавање	1	4	про,да,вање
уплашено	1	4	уп,лаше,но
авата	1	3	а,ва,та
уте	1	2	у,те
прат	1	1
помогнам	1	3	по,мог,нем
арамиите	1	5	а,ра,ми,те
јатак	1	2	ја,так
нанижав	1	3	на,ни,жав
извадени	1	4	изва,де,ни
КОНЕСКИ	1	3	КО,НЕ,СКИ
ПОТЕЗ	1	2	ПО,ТЕЗ
првенство	1	2	првен,ство
скала	1	2	ска,ла
критичари	1	4	кри,ти,ча,ри
судија	1	3	су,ди,ја
заостанувањето	1	7	за,о,ста,ну,ва,ње
режимот	1	3	ре,жим,от
поназад	1	3	по,на,за,д
бегање	1	3	бе,гање
изостануваше	1	6	и,зо,ста,ну,ва,ше
разбирливо	1	4	раз,би,рли,во
финишот	1	3	фи,ни,шот
замерува	1	4	за,ме,ру,ва
излез	1	2	из,ле,зет
развиток	1	3	раз,ви,ток
титула	1	3	ти,ту,ла
собраќа	1	3	соб,раќа
амбиции	1	4	ам,би,ци,е
шахот	1	2	ша,хот
средства	1	2	сред,ства
женидба	1	3	же,нид,ба
светкаат	1	3	свет,каат
сништа	1	2	сни,шта
барем	1	2	ба,рем
полиња	1	3	по,ли,ња
страда	1	2	стра,да
повторува	1	4	по,вору,ва
шалтерот	1	3	шал,те,рот
реми	1	2	ре,ми
нарешено	1	4	на,ре,ше,но
ремизира	1	4	ре,ми,зи,ра
рашетува	1	4	ра,ше,то,у,ва
блокиран	1	3	бло,ки,ран
ослободува	1	5	ос,ло,бо,ду,ва
создало	1	3	со,зда,ло
црниот	1	2	цр,ни,от
пешак	1	2	пе,шак
лауферот	1	4	лау,фер,от
зградите	1	3	згра,ди,те
варијантите	1	5	ва,ри,ја,нтите
плик	1	1
масичето	1	4	ма,си,че,то
заплашувања	1	5	за,плаш,у,ва,ња
мешаат	1	3	ме,ша,ат
уште	1	2	уште
круг	1	1
најделикатно	1	5	нај,де,ли,кат,но
табли	1	2	та,бли
дреме	1	2	dre,ме
смирен	1	2	сми,рен
најдам	1	2	нај,дам
анализите	1	5	а,на,ли,зите
примиреност	1	4	при,ми,ре,ност
чита	1	2	чи,та
врнежливо	1	3	врне,жи,ло
месецот	1	3	ме,сецот
дама	1	2	да,ма
иронично	1	4	и,ро,ни,чно
дотерување	1	5	до,тер,у,вање
вети	1	2	ве,ти
поен	1	2	по,ен
најмили	1	3	нај,ми,ли
крал	1	1
засолниште	1	4	за,сол,ниш,те
Предавам	1	3	Пре,да,вам
ливчињата	1	4	лив,чи,ња,та
потресени	1	4	по,тре,се,ни
примиреноста	1	5	при,ми,ре,носта
МАЗОВ	1	2	МА,ЗОВ
МОСТОТ	1	2	МОСТОТ
мост	1	1
покажам	1	3	по,ка,жам
разговарале	1	5	раз,га,ва,ле
покажавме	1	4	по,ка,жав,ме
тркало	1	2	трка,ло
врвулицата	1	4	вр,ву,ли,ца,та
јавам	1	2	ја,вам
навредам	1	3	на,вре,дам
безизразно	1	4	бе,зи,зра,зно
пладне	1	2	плад,не
тежок	1	2	те,жок
пресретна	1	3	пре,срет,на
чаша	1	2	ча,ша
Маца	1	2	Ма,ца
живнаа	1	3	жив,наа
Цена	1	2	Це,на
Рамповци	1	3	Рам,пов,ци
познатите	1	4	по,зна,ти,те
познати	1	3	поз,на,ти
бегам	1	2	бе,гам
истераа	1	4	и,сте,раа
погодиле	1	4	по,до,ги,ле
убедуваа	1	5	у,бе,ду,ваа
мажеле	1	3	ма,же,ле
попуштив	1	3	по,пуш,тив
зборуваа	1	4	зу,бо,у,ваа
свој	1	1
знаев	1	2	зна,ев
ламја	1	2	лам,ја
радуваа	1	4	ра,ду,ваа
фабриката	1	4	фа,бри,ка,та
истото	1	3	ис,то,во
посегаа	1	4	по,се,гаа
важна	1	2	ва,жна
избегав	1	3	иѕ,бе,га,в
опцу	1	2	оп,цу
станавме	1	3	ста,нав,ме
викаш	1	2	ви,каш
потврдно	1	2	пот,врд,но
МОМИРОВСКИ	1	4	МО,МИ,РОВ,СКИ
СВАТОВИ	1	3	Сва,то,ви
носии	1	3	но,сии
јаболко	1	3	ја,бол,ко
чеза	1	2	че,за
мома	1	2	мо,ма
тајфа	1	2	тај,фа
грпка	1	1
гордоста	1	3	гор,доста
јурат	1	2	ју,рат
ракијата	1	4	ра,ки,ја,та
Орце	1	2	Ор,це
избричил	1	3	и,збри,чил
рампа	1	2	рам,па
фелдфебел	1	3	фелд,фе,бел
тапаните	1	4	та,па,ни,те
скаменети	1	4	скаме,не,ти
ќердосаат	1	4	ќер,до,саат
непендек	1	3	непен,дек
земевме	1	3	зем,ев,ме
барала	1	3	ба,ра,ла
умрена	1	3	ум,ре,на
закоп	1	2	за,коп
грпко	1	1
род	1	1
горчина	1	3	гор,чи,на
тикво	1	2	тик,во
дукатка	1	3	ду,кат,ка
мижурка	1	3	ми,жур,ка
кукавица	1	4	ку,ка,ви,ца
исплеткал	1	3	ис,плет,кал
џган	1	1
напушта	1	3	на,пуш,та
пораѓањето	1	5	по,ра,ѓа,ње
родеше	1	3	ро,деше
судбината	1	4	суд,би,на,та
зетот	1	2	зе,тот
извоз	1	2	из,воз
женско	1	2	же,нско
плодење	1	3	пло,де,ње
вкочанила	1	4	вко,ча,ни,ла
срамежливост	1	4	сраме,жли,вост
чедото	1	3	че,до,то
гумењата	1	4	гу,ме,ња,та
стебло	1	2	сте,бло
погрдо	1	2	по,грдо
личнотија	1	4	ли,чноти,ја
улавштина	1	4	у,лав,ши,на
детиште	1	3	де,тиш,те
најлошо	1	3	нај,ло,шо
просторија	1	4	про,стор,и,ја
вреќа	1	2	вре,ќа
противеше	1	4	про,ти,ве,ше
орото	1	3	о,ро,то
играа	1	3	и,граа
тетеравеше	1	5	те,те,ра,ве,ше
раздвижи	1	3	раз,дви,жи
панделка	1	3	пан,дел,ка
речено	1	3	ре,че,но
скопен	1	2	ско,пен
врекнува	1	3	вре,кну,ва
граничарите	1	5	гра,ни,ча,ри,те
полицаец	1	4	по,ли,ца,ец
тргнеме	1	2	тргне,ме
стагеш	1	2	ста,геш
евтино	1	3	ев,ти,но
брзање	1	2	брза,ње
Почекај	1	3	Поче,кај
избројам	1	3	и,збро,јам
четиринаесет	1	6	че,ти,ри,на,есет
два	1	1
бевме	1	2	бе,вме
настрана	1	3	на,страна
осојница	1	4	о,сој,ни,ца
Земи	1	2	Зе,ми
полицаецот	1	5	по,ли,ца,ецот
извршен	1	2	из,врше,нен
Врвете	1	2	Врве,те
рампата	1	3	рам,па,та
носијата	1	4	но,си,ја,та
панталони	1	4	пан,та,ло,ни
виндјакна	1	3	вин,дјак,на
сватовите	1	4	сва,то,ви,те
последна	1	3	послед,на
ПЕНДОВСКИ	1	3	Пен,дов,ски
ИГРА	1	2	И,ГРА
човекова	1	4	чо,ве,ко,ва
прашам	1	2	пра,шам
седите	1	3	се,ди,те
Седнаа	1	3	Сед,наа
изгуби	1	3	из,гу,би
непречено	1	4	неп,ре,че,но
жица	1	2	жи,ца
оркестар	1	3	ор,ке,стар
Гласно	1	2	Глас,но
жакет	1	2	жа,кет
разоноди	1	4	ра,зо,но,ди
пејзаж	1	2	пе,јаж
Извинете	1	4	Из,ви,не,те
девојчински	1	4	де,вој,чин,ски
лулето	1	3	лу,ле,то
клепки	1	2	кле,пки
свила	1	2	сви,ла
замре	1	2	зам,ре
насмев	1	2	нас,ме,в
врат	1	1
најмногу	1	3	нај,мно,гу
плашеше	1	3	пла,ше,ше
играл	1	2	и,гра,л
посрамоти	1	4	пос,ра,мо,ти
исчекуваше	1	5	ис,че,ку,ваше
немирно	1	3	нем,ир,но
виолината	1	5	ви,о,ли,на,та
гледаа	1	3	гле,даа
предности	1	3	пред,но,сти
продуховеност	1	5	про,ду,хо,вен,ост
спомен	1	2	спо,мен
сребро	1	2	сре,бро
сетено	1	3	се,те,но
неповторливо	1	5	непо,втор,ливо
навик	1	2	на,вик
одговориле	1	5	од,говори,ле
интересно	1	4	ин,тер,ес,но
одобрување	1	5	о,до,бру,ва,ње
продолжуваше	1	5	про,ду,жув,а,ше
гледаме	1	3	гле,да,ме
молкнал	1	2	молк,нал
валцер	1	2	вал,цер
играше	1	3	и,гра,ше
образ	1	2	о,браз
набабрено	1	4	на,баб,рено
одушевеност	1	5	о,ду,ше,ве,ност
оркестарот	1	4	ор,ке,стар,от
нагази	1	3	на,га,зи
побрза	1	2	побр,за
бесно	1	2	бес,но
луд	1	1
коси	1	2	ко,си
развитлеано	1	5	ра,зви,тле,а,но
пепел	1	2	пе,пел
перница	1	3	пер,ни,ца
слушна	1	2	слу,шна
Професоре	1	4	Про,фе,соре
Побрзајте	1	3	Побр,зајте
Добро	1	2	До,бро
жал	1	1
роси	1	2	ро,си
патерица	1	4	па,те,ри,ца
ЗЕЛЕНИКА	1	4	Зе,ле,ни,ка
чираш	1	2	чи,раш
центар	1	2	цен,тар
снимањето	1	4	сни,ма,ње,нје
Саботко	1	3	Са,бот,ко
остане	1	3	ос,та,не
гостинот	1	3	го,сти,но,т
Лапаше	1	3	Ла,па,ше
муртеше	1	3	мур,те,ше
образи	1	3	о,бра,зи
леандер	1	3	ле,ан,дер
неочекувано	1	6	не,о,чек,у,ва,но
Пушеше	1	3	Пуше,ше
Рилево	1	3	Ри,ле,во
салонот	1	3	са,лонот
прејдоа	1	3	пре,јдо,а
бел	1	1
лустерот	1	3	лу,сте,рот
дискретна	1	3	дис,крет,на
повтори	1	3	по,пов,то,ри
марки	1	2	мар,ки
шворц	1	1
метри	1	2	ме,три
тераси	1	3	те,ра,си
Дуда	1	2	Ду,да
роденден	1	3	ро,ден,ден
брате	1	2	бра,те
Пролетер	1	3	Про,ле,тер
професоре	1	4	про,фес,оре
громогласно	1	4	гром,о,глас,но
замреле	1	3	зам,рле,ле
клавир	1	2	кла,вир
молчејќи	1	3	мол,че,јќи
килим	1	2	ки,лим
перниче	1	3	пер,ни,че
замислен	1	3	зам,ис,лен
одеа	1	3	о,де,а
одгрлен	1	2	од,грлен
сјаеја	1	3	сја,е,ја
ВИШИНСКИ	1	3	ВИ,ШИН,СКИ
СЛИКАРОТ	1	3	Сли,ка,рот
неиздржливо	1	4	не,из,држ,ли,во
бесповратно	1	4	бес,по,врат,но
небиднина	1	4	не,би,дни,на
отсечно	1	3	от,се,чно
барам	1	2	ба,рам
суво	1	2	су,во
зраци	1	2	зра,ци
предвид	1	2	пре,дви,д
искушение	1	5	ис,ку,ше,ние
смиреност	1	3	сми,ре,ност
завршував	1	3	за,вся,ва,вав
брутална	1	3	бру,тал,на
кажував	1	3	ка,жу,вав
блиските	1	3	бли,ске,те
злато	1	2	зла,то
неопходни	1	4	не,о,пход,ни
пластични	1	3	пла,стич,ни
